Player,Nation,Pos,Age,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Unnamed: 34
Takefusa Kubo,jp JPN,"FW,MF",22,20.0,18,1593.0,7.0,3.0,10.0,7.0,0.0,0.0,1.0,0.0,Real-Sociedad-Stats
Hamari Traore,ml MLI,DF,32,21.0,18,1583.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,Real-Sociedad-Stats
Mikel Merino,es ESP,MF,27,21.0,17,1555.0,2.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,Real-Sociedad-Stats
Mikel Oyarzabal,es ESP,"FW,MF",26,22.0,14,1382.0,8.0,1.0,9.0,6.0,2.0,2.0,2.0,0.0,Real-Sociedad-Stats
Ander Barrenetxea,es ESP,"FW,MF",22,19.0,13,983.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,Real-Sociedad-Stats
Aihen Munoz,es ESP,DF,26,21.0,11,1127.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,Real-Sociedad-Stats
Benat Turrientes,es ESP,MF,22,17.0,10,888.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,Real-Sociedad-Stats
Umar Sadiq,ng NGA,FW,27,22.0,10,871.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,Real-Sociedad-Stats
Kieran Tierney,sct SCO,DF,26,11.0,10,787.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Real-Sociedad-Stats
Arsen Zakharyan,ru RUS,"MF,FW",20,17.0,8,642.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Real-Sociedad-Stats
Jon Pacheco,es ESP,DF,23,13.0,7,735.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,Real-Sociedad-Stats
Carlos Fernandez,es ESP,FW,27,10.0,5,408.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,Real-Sociedad-Stats
Andre Silva,pt POR,FW,28,9.0,5,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Sociedad-Stats
Aritz Elustondo,es ESP,DF,29,9.0,4,492.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Real-Sociedad-Stats
Javi Galan,es ESP,DF,29,4.0,4,360.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Real-Sociedad-Stats
Jon Aramburu,ve VEN,DF,21,4.0,3,294.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Real-Sociedad-Stats
Alvaro Odriozola,es ESP,DF,28,4.0,3,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Sociedad-Stats
Urko Gonzalez,es ESP,"MF,DF",22,3.0,2,131.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Real-Sociedad-Stats
Mohamed Ali Cho,fr FRA,"FW,MF",20,11.0,1,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Sociedad-Stats
Olasagasti,es ESP,MF,23,9.0,1,145.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Real-Sociedad-Stats
Unai Marrero,es ESP,GK,22,2.0,1,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Sociedad-Stats
Jon Magunacelaya,es ESP,"FW,MF",23,3.0,1,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Sociedad-Stats
Sheraldo Becker,sr SUR,"MF,FW",29,2.0,1,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Sociedad-Stats
Alex Sola,es ESP,"DF,MF",24,2.0,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Sociedad-Stats
Alberto Dadie,es ESP,MF,21,1.0,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Sociedad-Stats
Gaizka Ayesa,es ESP,GK,22,0.0,0,,,,,,,,,,Real-Sociedad-Stats
Bryan Fiabema,no NOR,FW,21,0.0,0,,,,,,,,,,Real-Sociedad-Stats
Aitor Fraga,es ESP,GK,20,0.0,0,,,,,,,,,,Real-Sociedad-Stats
Jon Karrikaburu,es ESP,FW,21,0.0,0,,,,,,,,,,Real-Sociedad-Stats
Pablo Marin,es ESP,MF,20,0.0,0,,,,,,,,,,Real-Sociedad-Stats
Jon Martin,es ESP,DF,18,0.0,0,,,,,,,,,,Real-Sociedad-Stats
Roberto Navarro,es ESP,MF,21,0.0,0,,,,,,,,,,Real-Sociedad-Stats
Diego Rico,es ESP,DF,30,0.0,0,,,,,,,,,,Real-Sociedad-Stats
Inaki Ruperez,es ESP,DF,21,0.0,0,,,,,,,,,,Real-Sociedad-Stats
Squad Total,,,26.3,25.0,275,2250.0,32.0,25.0,57.0,29.0,3.0,3.0,67.0,1.0,Real-Sociedad-Stats
Opponent Total,,,28.1,25.0,275,2250.0,22.0,14.0,36.0,19.0,3.0,3.0,72.0,5.0,Real-Sociedad-Stats
German Pezzella,ar ARG,DF,32,24.0,24,2076.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,Real-Betis-Stats
Isco,es ESP,MF,31,22.0,22,1846.0,6.0,3.0,9.0,5.0,1.0,1.0,7.0,0.0,Real-Betis-Stats
Marc Roca,es ESP,MF,27,22.0,21,1758.0,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,Real-Betis-Stats
Ayoze Perez,es ESP,FW,30,19.0,19,1460.0,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,Real-Betis-Stats
Hector Bellerin,es ESP,DF,28,17.0,17,1386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Real-Betis-Stats
Rui Silva,pt POR,GK,30,16.0,16,1395.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Real-Betis-Stats
Willian Jose,br BRA,FW,32,21.0,15,1156.0,7.0,2.0,9.0,7.0,0.0,0.0,0.0,1.0,Real-Betis-Stats
Abner,br BRA,DF,23,17.0,13,1164.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Real-Betis-Stats
Guido Rodriguez,ar ARG,MF,29,14.0,13,1075.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,Real-Betis-Stats
Assane Diao,es ESP,FW,18,16.0,13,1019.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,Real-Betis-Stats
Chadi Riad,ma MAR,DF,20,14.0,12,1129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Betis-Stats
Juan Miranda,es ESP,DF,24,14.0,12,1086.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,Real-Betis-Stats
Rodri,es ESP,"FW,MF",23,18.0,7,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Betis-Stats
Aitor Ruibal,es ESP,"DF,FW",27,13.0,7,700.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,Real-Betis-Stats
Claudio Bravo,cl CHI,GK,40,7.0,7,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Betis-Stats
Sokratis Papastathopoulos,gr GRE,DF,35,8.0,7,612.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Real-Betis-Stats
Luiz Henrique,br BRA,FW,23,14.0,6,616.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,Real-Betis-Stats
Abdessamad Ezzalzouli,ma MAR,FW,22,17.0,5,676.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Real-Betis-Stats
Sergi Altimira,es ESP,MF,22,11.0,5,459.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Real-Betis-Stats
Johnny Cardoso,us USA,MF,22,5.0,5,432.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Real-Betis-Stats
Andres Guardado,mx MEX,MF,37,12.0,4,447.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Real-Betis-Stats
Nabil Fekir,fr FRA,"MF,FW",30,8.0,4,409.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Real-Betis-Stats
Borja Iglesias,es ESP,FW,31,11.0,4,408.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Real-Betis-Stats
Luiz Felipe,it ITA,DF,26,4.0,4,360.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Real-Betis-Stats
Youssouf Sabaly,sn SEN,DF,30,3.0,3,270.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Real-Betis-Stats
Marc Bartra,es ESP,DF,33,3.0,3,225.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Real-Betis-Stats
William Carvalho,pt POR,MF,31,12.0,2,350.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,Real-Betis-Stats
Francisco Barbosa,es ESP,GK,24,3.0,2,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Betis-Stats
Pablo Fornals,es ESP,"FW,MF",28,3.0,2,204.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Real-Betis-Stats
Ezequiel Avila,ar ARG,FW,30,2.0,1,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Betis-Stats
Juan Cruz,es ESP,FW,23,5.0,0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Betis-Stats
Ricardo Visus,es ESP,DF,22,2.0,0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Betis-Stats
Pablo Busto,es ESP,DF,18,1.0,0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Betis-Stats
Paul Akouokou,ci CIV,MF,26,2.0,0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Betis-Stats
Cedric Bakambu,cd COD,FW,32,1.0,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Betis-Stats
Enrique,es ESP,MF,20,0.0,0,,,,,,,,,,Real-Betis-Stats
Guilherme Fernandes,pt POR,GK,22,0.0,0,,,,,,,,,,Real-Betis-Stats
Daniel Guerrero,es ESP,MF,18,0.0,0,,,,,,,,,,Real-Betis-Stats
Nobel Mendy,fr FRA,DF,19,0.0,0,,,,,,,,,,Real-Betis-Stats
Xavi Pleguezuelo,es ESP,DF,21,0.0,0,,,,,,,,,,Real-Betis-Stats
Squad Total,,,28.3,25.0,275,2250.0,28.0,19.0,47.0,27.0,1.0,1.0,59.0,2.0,Real-Betis-Stats
Opponent Total,,,27.6,25.0,275,2250.0,24.0,14.0,38.0,19.0,5.0,5.0,60.0,2.0,Real-Betis-Stats
Giorgi Mamardashvili,ge GEO,GK,23,25.0,25,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Valencia-Stats
Jose Luis Garcia Vaya,es ESP,MF,25,25.0,25,2222.0,4.0,1.0,5.0,0.0,4.0,5.0,2.0,0.0,Valencia-Stats
Hugo Duro,es ESP,FW,24,25.0,24,2068.0,10.0,2.0,12.0,10.0,0.0,0.0,2.0,0.0,Valencia-Stats
Francisco Perez,es ESP,"MF,FW",21,25.0,21,1629.0,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,Valencia-Stats
Cristhian Mosquera,co COL,DF,19,23.0,20,1905.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Valencia-Stats
Diego Lopez,es ESP,"FW,MF",21,23.0,20,1666.0,3.0,5.0,8.0,3.0,0.0,0.0,2.0,0.0,Valencia-Stats
Jose Luis Gaya,es ESP,DF,28,19.0,19,1530.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,Valencia-Stats
Javier Guerra,es ESP,"MF,FW",21,23.0,17,1591.0,4.0,1.0,5.0,4.0,0.0,0.0,3.0,1.0,Valencia-Stats
Thierry Correia,pt POR,DF,24,19.0,17,1424.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,Valencia-Stats
Gabriel Paulista,br BRA,DF,33,18.0,16,1398.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,Valencia-Stats
Mouctar Diakhaby,gn GUI,"DF,MF",27,13.0,11,985.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,Valencia-Stats
Dimitri Foulquier,fr FRA,"DF,MF",30,21.0,10,1103.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Valencia-Stats
Hugo Guillamon,es ESP,MF,24,18.0,9,964.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,Valencia-Stats
Cenk Ozkacar,tr TUR,DF,23,11.0,9,779.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Valencia-Stats
Sergi Canos,es ESP,"MF,FW",27,16.0,8,655.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,Valencia-Stats
Selim Amallah,ma MAR,"FW,MF",27,14.0,7,556.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,Valencia-Stats
Roman Yaremchuk,ua UKR,FW,28,17.0,6,570.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,Valencia-Stats
Domingos Andre Ribeiro Almeida,pt POR,"FW,MF",23,8.0,6,479.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Valencia-Stats
Jesus Vazquez,es ESP,"DF,MF",21,13.0,2,301.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Valencia-Stats
Yarek Hernandis,es ESP,DF,19,9.0,2,285.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Valencia-Stats
Pablo Gozalbez,es ESP,"MF,FW",22,5.0,1,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valencia-Stats
Alberto Mari,es ESP,"FW,MF",22,7.0,0,58.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Valencia-Stats
Hugo Gonzalez,es ESP,"MF,FW",21,7.0,0,54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Valencia-Stats
Peter Gonzalez,do DOM,"FW,MF",21,2.0,0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valencia-Stats
Mario Dominguez,es ESP,FW,20,3.0,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valencia-Stats
Cesar Tarrega,es ESP,DF,21,1.0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valencia-Stats
Marco Camus,es ESP,MF,22,0.0,0,,,,,,,,,,Valencia-Stats
Cristian,es ESP,GK,25,0.0,0,,,,,,,,,,Valencia-Stats
Jaume Domenech,es ESP,GK,33,0.0,0,,,,,,,,,,Valencia-Stats
Ruben Lendinez,es ESP,DF,20,0.0,0,,,,,,,,,,Valencia-Stats
David Otorbi,es ESP,FW,16,0.0,0,,,,,,,,,,Valencia-Stats
Martin Tejon,es ESP,MF,19,0.0,0,,,,,,,,,,Valencia-Stats
Squad Total,,,24.7,25.0,275,2250.0,29.0,21.0,50.0,25.0,4.0,5.0,48.0,4.0,Valencia-Stats
Opponent Total,,,27.8,25.0,275,2250.0,28.0,21.0,49.0,26.0,2.0,3.0,77.0,4.0,Valencia-Stats
Alvaro Valles,es ESP,GK,26,25.0,25,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Las-Palmas-Stats
Munir El Haddadi,ma MAR,FW,28,25.0,24,1872.0,2.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,Las-Palmas-Stats
Kirian Rodriguez,es ESP,MF,27,24.0,23,2041.0,5.0,1.0,6.0,5.0,0.0,0.0,7.0,0.0,Las-Palmas-Stats
Mika Marmol,es ESP,DF,21,23.0,23,2028.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,Las-Palmas-Stats
Sergi Cardona,es ESP,DF,24,24.0,21,1987.0,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,Las-Palmas-Stats
Javier Munoz,es ESP,MF,28,24.0,20,1775.0,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,Las-Palmas-Stats
Alex Suarez,es ESP,DF,30,21.0,20,1697.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,Las-Palmas-Stats
Saul Coco,gq EQG,DF,25,19.0,15,1390.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,Las-Palmas-Stats
Maximo Perrone,ar ARG,MF,21,22.0,14,1217.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Las-Palmas-Stats
Enzo Loiodice,fr FRA,MF,23,24.0,13,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Las-Palmas-Stats
Sandro Ramirez,es ESP,FW,28,14.0,12,998.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,Las-Palmas-Stats
Julian Araujo,mx MEX,DF,22,18.0,10,1030.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,Las-Palmas-Stats
Alberto Moleiro,es ESP,"FW,MF",20,15.0,10,848.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,Las-Palmas-Stats
Marvin,es ESP,"FW,DF",23,20.0,9,1044.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,Las-Palmas-Stats
Jonathan Viera,es ESP,"MF,FW",34,9.0,7,617.0,2.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,Las-Palmas-Stats
Sory Kaba,gn GUI,FW,28,14.0,7,596.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,Las-Palmas-Stats
Francisco Jesus Crespo Garcia,es ESP,FW,27,13.0,6,479.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,Las-Palmas-Stats
Marc Cardona,es ESP,FW,28,15.0,5,461.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,Las-Palmas-Stats
Daley Sinkgraven,nl NED,DF,28,8.0,4,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Las-Palmas-Stats
Juan Herzog,es ESP,DF,20,3.0,2,202.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Las-Palmas-Stats
Alvaro Lemos,es ESP,DF,30,3.0,2,194.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Las-Palmas-Stats
Cristian Herrera,es ESP,"FW,MF",32,7.0,1,155.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Las-Palmas-Stats
Eric Curbelo,es ESP,DF,30,1.0,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Las-Palmas-Stats
Omenuke Mfulu,cd COD,"MF,FW",29,5.0,1,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Las-Palmas-Stats
Benito Ramirez,es ESP,"FW,MF",28,10.0,0,155.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Las-Palmas-Stats
Inaki Gonzalez,es ESP,MF,19,1.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Las-Palmas-Stats
Fabio Gonzalez,es ESP,MF,27,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Las-Palmas-Stats
Aaron Escandell,es ESP,GK,28,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Las-Palmas-Stats
Pau Ferrer,es ESP,FW,20,0.0,0,,,,,,,,,,Las-Palmas-Stats
Ale Gorrin,es ESP,GK,21,0.0,0,,,,,,,,,,Las-Palmas-Stats
Alvaro Killane,es ESP,GK,19,0.0,0,,,,,,,,,,Las-Palmas-Stats
Squad Total,,,26.2,25.0,275,2250.0,25.0,17.0,42.0,22.0,3.0,4.0,62.0,3.0,Las-Palmas-Stats
Opponent Total,,,27.9,25.0,275,2250.0,25.0,17.0,42.0,21.0,4.0,6.0,62.0,4.0,Las-Palmas-Stats
David Soria,es ESP,GK,30,,25,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Getafe-Stats
Nemanja Maksimovic,rs SRB,MF,29,,24,2138.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,Getafe-Stats
Borja Mayoral,es ESP,FW,26,,23,1986.0,15.0,1.0,16.0,11.0,4.0,4.0,2.0,0.0,Getafe-Stats
Djene,tg TOG,"DF,MF",32,,20,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,Getafe-Stats
Diego Rico,es ESP,DF,30,,19,1740.0,0.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,Getafe-Stats
Gaston Alvarez,uy URU,DF,23,,19,1686.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,Getafe-Stats
Mason Greenwood,eng ENG,"MF,FW",22,,18,1606.0,5.0,5.0,10.0,3.0,2.0,2.0,4.0,1.0,Getafe-Stats
Damian Suarez,uy URU,DF,35,,15,1299.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0,Getafe-Stats
Jaime Mata,es ESP,"FW,MF",35,,15,1071.0,3.0,0.0,3.0,3.0,0.0,0.0,7.0,1.0,Getafe-Stats
Omar Alderete,py PAR,DF,27,,13,1180.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,Getafe-Stats
Juanmi Latasa,es ESP,FW,22,,12,1125.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,Getafe-Stats
Luis Milla,es ESP,MF,29,,12,1078.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,Getafe-Stats
Iglesias,es ESP,"DF,FW",25,,11,1035.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,Getafe-Stats
Domingos Duarte,pt POR,DF,28,,10,816.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,Getafe-Stats
Stefan Mitrovic,rs SRB,DF,33,,9,699.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,Getafe-Stats
Carles Alena,es ESP,"MF,FW",26,,8,768.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,Getafe-Stats
Carmona,es ESP,"MF,DF",22,,8,631.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,Getafe-Stats
Jordi,es ESP,MF,23,,5,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Getafe-Stats
Mauro Arambarri,uy URU,MF,28,,3,339.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Getafe-Stats
Oscar Rodriguez Arnaiz,es ESP,"MF,FW",25,,2,315.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,Getafe-Stats
Jesus Santiago,es ESP,MF,19,,2,152.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Getafe-Stats
Enes Unal,tr TUR,"FW,MF",26,,1,140.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Getafe-Stats
Fabrizio Angileri,ar ARG,"DF,MF",29,,1,99.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Getafe-Stats
Portu,es ESP,FW,31,,0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Getafe-Stats
Anthony Lozano,hn HON,"MF,FW",30,,0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Getafe-Stats
Ilaix Moriba,gn GUI,MF,21,,0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Getafe-Stats
Santiago Garcia,,FW,22,,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Getafe-Stats
Gorka Rivera Alonso,es ESP,DF,19,,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Getafe-Stats
Nabil Aberdin,fr FRA,DF,21,,0,,,,,,,,,,Getafe-Stats
Jorge Benito,es ESP,GK,18,,0,,,,,,,,,,Getafe-Stats
Facundo Esnaider,es ESP,MF,,,0,,,,,,,,,,Getafe-Stats
Daniel Fuzato,br BRA,GK,26,,0,,,,,,,,,,Getafe-Stats
Alejandro Herranz,es ESP,DF,19,,0,,,,,,,,,,Getafe-Stats
John Joe,ie IRL,MF,20,,0,,,,,,,,,,Getafe-Stats
Djordjije Medenica,es ESP,GK,17,,0,,,,,,,,,,Getafe-Stats
Squad Total,,,28.4,,275,2250.0,33.0,20.0,53.0,27.0,6.0,6.0,93.0,9.0,Getafe-Stats
Opponent Total,,,27.9,,275,2250.0,34.0,21.0,55.0,30.0,4.0,6.0,64.0,7.0,Getafe-Stats
David Garcia,es ESP,DF,30,24.0,24,2160.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,Osasuna-Stats
Ante Budimir,hr CRO,FW,32,25.0,22,1882.0,13.0,2.0,15.0,10.0,3.0,3.0,4.0,0.0,Osasuna-Stats
Sergio Herrera,es ESP,GK,30,21.0,21,1879.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Osasuna-Stats
